group_1344	PAGRI_00913	PBONN_01024	PHAYL_01055	PCALE_02543	PFUNG_02465	PMEGA_05499	PPHEM_04003	PPHEX_02753	PPHYM_00796	PPHYT_02970	PSART_01157	PSPRE_00280	PTERA_02676	PTERE_00825	PXENO_03188
group_1130	PAGRI_04332	PBONN_02872	PHAYL_03019	PCALE_05644	PFUNG_05505	PMEGA_00967	PPHEM_00744	PPHEX_04901	PPHYM_04216	PPHYT_07053	PSART_04931	PSPRE_04414	PTERA_04701	PTERE_03241	PXENO_05389
group_147	PAGRI_04277	PBONN_02824	PHAYL_02962	PCALE_03452	PFUNG_01493	PMEGA_06656	PPHEM_00532	PPHEX_03697	PPHYM_03166	PPHYT_03982	PSART_04110	PSPRE_02596	PTERA_03639	PTERE_03203	PXENO_02163
ipk	PAGRI_00360	PBONN_02658	PHAYL_02838	PCALE_00319	PFUNG_01122	PMEGA_03026	PPHEM_04731	PPHEX_00287	PPHYM_00320	PPHYT_00576	PSART_00643	PSPRE_02258	PTERA_00347	PTERE_00311	PXENO_01814
group_3516	PAGRI_00119	PBONN_00049	PHAYL_00085	PCALE_00097	PFUNG_01359	PMEGA_02718	PPHEM_00430	PPHEX_00077	PPHYM_00070	PPHYT_00329	PSART_04019	PSPRE_02501	PTERA_00086	PTERE_00064	PXENO_02063
chaC	PAGRI_00471	PBONN_00680	PHAYL_00714	PCALE_02902	PFUNG_02087	PMEGA_06035	PPHEM_04846	PPHEX_03110	PPHYM_00414	PPHYT_03349	PSART_00753	PSPRE_03182	PTERA_03035	PTERE_00407	PXENO_02801
group_1188	PAGRI_06278	PBONN_03303	PHAYL_03387	PCALE_03944	PFUNG_04226	PMEGA_02020	PPHEM_03359	PPHEX_05787	PPHYM_03430	PPHYT_04925	PSART_00233	PSPRE_03462	PTERA_03715	PTERE_04225	PXENO_07094
group_527	PAGRI_00165	PBONN_00080	PHAYL_00112	PCALE_00138	PFUNG_01315	PMEGA_02762	PPHEM_00385	PPHEX_00111	PPHYM_00108	PPHYT_00375	PSART_00449	PSPRE_02461	PTERA_00122	PTERE_00113	PXENO_02014
ldcA	PAGRI_01778	PBONN_01689	PHAYL_01616	PCALE_01896	PFUNG_03240	PMEGA_04809	PPHEM_06557	PPHEX_01466	PPHYM_01337	PPHYT_02333	PSART_00318	PSPRE_00767	PTERA_01983	PTERE_01299	PXENO_04087
ftsB	PAGRI_01469	PBONN_01216	PHAYL_02153	PCALE_01158	PFUNG_02882	PMEGA_04986	PPHEM_04496	PPHEX_02416	PPHYM_01477	PPHYT_02560	PSART_01678	PSPRE_00622	PTERA_01261	PTERE_01151	PXENO_03740
lnt	PAGRI_00469	PBONN_00678	PHAYL_00712	PCALE_02904	PFUNG_02085	PMEGA_06037	PPHEM_04844	PPHEX_03112	PPHYM_00412	PPHYT_03351	PSART_00751	PSPRE_03180	PTERA_03037	PTERE_00405	PXENO_02799
sugE	PAGRI_03081	PBONN_03372	PHAYL_03460	PCALE_02316	PFUNG_00465	PMEGA_03824	PPHEM_03527	PPHEX_01071	PPHYM_02111	PPHYT_01305	PSART_01930	PSPRE_01633	PTERA_01010	PTERE_02151	PXENO_00952
rlmJ	PAGRI_02997	PBONN_01106	PHAYL_02280	PCALE_02157	PFUNG_00381	PMEGA_03929	PPHEM_05981	PPHEX_01157	PPHYM_02017	PPHYT_01388	PSART_00040	PSPRE_01551	PTERA_01100	PTERE_02067	PXENO_00851
paaH	PAGRI_03021	PBONN_03326	PHAYL_03416	PCALE_02256	PFUNG_00405	PMEGA_03908	PPHEM_03469	PPHEX_01131	PPHYM_02041	PPHYT_01364	PSART_01869	PSPRE_01573	PTERA_01069	PTERE_02092	PXENO_00888
group_574	PAGRI_00338	PBONN_02677	PHAYL_02858	PCALE_00303	PFUNG_01143	PMEGA_02996	PPHEM_04710	PPHEX_00271	PPHYM_00298	PPHYT_00553	PSART_00625	PSPRE_02282	PTERA_00327	PTERE_00289	PXENO_01835
hfq	PAGRI_01492	PBONN_01239	PHAYL_02126	PCALE_01181	PFUNG_02905	PMEGA_04963	PPHEM_04473	PPHEX_02393	PPHYM_01454	PPHYT_02537	PSART_01701	PSPRE_00646	PTERA_01284	PTERE_01174	PXENO_03764
rapZ	PAGRI_00366	PBONN_02652	PHAYL_02831	PCALE_00325	PFUNG_01116	PMEGA_03032	PPHEM_04737	PPHEX_00293	PPHYM_00326	PPHYT_00582	PSART_00649	PSPRE_02252	PTERA_00353	PTERE_00317	PXENO_01808
group_1238	PAGRI_00064	PBONN_02734	PHAYL_00025	PCALE_00044	PFUNG_01411	PMEGA_02666	PPHEM_00483	PPHEX_00027	PPHYM_00013	PPHYT_00027	PSART_04074	PSPRE_02562	PTERA_00034	PTERE_00012	PXENO_02117
group_554	PAGRI_00263	PBONN_02797	PHAYL_02936	PCALE_00232	PFUNG_01219	PMEGA_02921	PPHEM_00240	PPHEX_00200	PPHYM_00205	PPHYT_00477	PSART_00561	PSPRE_02346	PTERA_00252	PTERE_00217	PXENO_01912
group_3998	PAGRI_02975	PBONN_01127	PHAYL_02257	PCALE_02135	PFUNG_00359	PMEGA_03949	PPHEM_06003	PPHEX_01179	PPHYM_01993	PPHYT_01410	PSART_03197	PSPRE_01529	PTERA_01122	PTERE_02045	PXENO_00829
yrdA	PAGRI_01472	PBONN_01219	PHAYL_02150	PCALE_01161	PFUNG_02885	PMEGA_04983	PPHEM_04493	PPHEX_02413	PPHYM_01474	PPHYT_02557	PSART_01681	PSPRE_00625	PTERA_01264	PTERE_01154	PXENO_03743
pdxH	PAGRI_00589	PBONN_02368	PHAYL_02448	PCALE_02794	PFUNG_02209	PMEGA_05894	PPHEM_04974	PPHEX_03003	PPHYM_00522	PPHYT_03238	PSART_00846	PSPRE_03302	PTERA_02924	PTERE_00516	PXENO_02915
argT_3	PAGRI_04910	PBONN_03165	PHAYL_03237	PCALE_05006	PFUNG_05952	PMEGA_00439	PPHEM_03139	PPHEX_05425	PPHYM_03867	PPHYT_02045	PSART_03543	PSPRE_03677	PTERA_05413	PTERE_05335	PXENO_04522
hisC	PAGRI_03908	PBONN_00547	PHAYL_00558	PCALE_03122	PFUNG_01856	PMEGA_06239	PPHEM_06845	PPHEX_03333	PPHYM_02827	PPHYT_03583	PSART_03912	PSPRE_02939	PTERA_03258	PTERE_02847	PXENO_02576
group_2396	PAGRI_00965	PBONN_02141	PHAYL_01175	PCALE_02499	PFUNG_02518	PMEGA_05444	PPHEM_03954	PPHEX_02709	PPHYM_00843	PPHYT_02918	PSART_01210	PSPRE_00330	PTERA_02633	PTERE_00878	PXENO_03240
mreB_1	PAGRI_00104	PBONN_00035	PHAYL_00070	PCALE_00082	PFUNG_01374	PMEGA_02703	PPHEM_00447	PPHEX_00062	PPHYM_00055	PPHYT_00314	PSART_04034	PSPRE_02515	PTERA_00071	PTERE_00049	PXENO_02078
group_1551	PAGRI_03694	PBONN_02495	PHAYL_02699	PCALE_00415	PFUNG_01019	PMEGA_03144	PPHEM_05823	PPHEX_00382	PPHYM_02606	PPHYT_00677	PSART_02623	PSPRE_02169	PTERA_00454	PTERE_02627	PXENO_01694
roxA	PAGRI_01505	PBONN_01252	PHAYL_02110	PCALE_01194	PFUNG_02919	PMEGA_04950	PPHEM_04460	PPHEX_02378	PPHYM_01441	PPHYT_02523	PSART_01714	PSPRE_00660	PTERA_01299	PTERE_01187	PXENO_03777
gspI	PAGRI_04265	PBONN_00205	PHAYL_00221	PCALE_03440	PFUNG_01505	PMEGA_06644	PPHEM_00544	PPHEX_03685	PPHYM_03156	PPHYT_03970	PSART_04122	PSPRE_02608	PTERA_03630	PTERE_03190	PXENO_02175
gcvT	PAGRI_04199	PBONN_00275	PHAYL_00286	PCALE_03377	PFUNG_01571	PMEGA_06576	PPHEM_00610	PPHEX_03625	PPHYM_03083	PPHYT_03907	PSART_04206	PSPRE_02671	PTERA_03568	PTERE_03116	PXENO_02240
astB	PAGRI_02768	PBONN_01725	PHAYL_01493	PCALE_02008	PFUNG_00159	PMEGA_04052	PPHEM_07647	PPHEX_01323	PPHYM_01825	PPHYT_01558	PSART_03113	PSPRE_01448	PTERA_02324	PTERE_01939	PXENO_00603
zwf_2	PAGRI_06266	PBONN_03297	PHAYL_03382	PCALE_03955	PFUNG_04214	PMEGA_02030	PPHEM_01748	PPHEX_05796	PPHYM_03421	PPHYT_04937	PSART_00222	PSPRE_03452	PTERA_03704	PTERE_04234	PXENO_07083
ribB_1	PAGRI_00479	PBONN_00685	PHAYL_00718	PCALE_02892	PFUNG_02095	PMEGA_06027	PPHEM_04853	PPHEX_03102	PPHYM_00422	PPHYT_03341	PSART_00760	PSPRE_03187	PTERA_03027	PTERE_00415	PXENO_02809
ssb	PAGRI_00386	PBONN_02634	PHAYL_02813	PCALE_00345	PFUNG_01096	PMEGA_03047	PPHEM_04755	PPHEX_00311	PPHYM_00345	PPHYT_00601	PSART_00668	PSPRE_02233	PTERA_00373	PTERE_00336	PXENO_01788
rplT	PAGRI_01126	PBONN_01369	PHAYL_01993	PCALE_02346	PFUNG_02669	PMEGA_05291	PPHEM_03779	PPHEX_02556	PPHYM_01598	PPHYT_02753	PSART_01361	PSPRE_00491	PTERA_02459	PTERE_01027	PXENO_03541
group_776	PAGRI_01628	PBONN_01778	PHAYL_01538	PCALE_01255	PFUNG_03146	PMEGA_04893	PPHEM_07316	PPHEX_02314	PPHYM_01385	PPHYT_02466	PSART_01770	PSPRE_00719	PTERA_02118	PTERE_01243	PXENO_03836
group_857	PAGRI_02410	PBONN_01438	PHAYL_01953	PCALE_01401	PFUNG_03822	PMEGA_04299	PPHEM_07832	PPHEX_01885	PPHYM_01708	PPHYT_01728	PSART_02949	PSPRE_01286	PTERA_01460	PTERE_01805	PXENO_00201
group_564	PAGRI_00304	PBONN_02706	PHAYL_02889	PCALE_00270	PFUNG_01177	PMEGA_02962	PPHEM_04675	PPHEX_00237	PPHYM_00264	PPHYT_00519	PSART_00591	PSPRE_02316	PTERA_00292	PTERE_00253	PXENO_01870
fliH	PAGRI_04105	PBONN_00381	PHAYL_00378	PCALE_03305	PFUNG_01657	PMEGA_06462	PPHEM_00700	PPHEX_03520	PPHYM_03012	PPHYT_03801	PSART_04301	PSPRE_02758	PTERA_03448	PTERE_03042	PXENO_02343
hslR	PAGRI_03622	PBONN_02445	PHAYL_02650	PCALE_00462	PFUNG_00968	PMEGA_03189	PPHEM_05775	PPHEX_00430	PPHYM_02561	PPHYT_00725	PSART_02567	PSPRE_02123	PTERA_00505	PTERE_02580	PXENO_01646
group_1116	PAGRI_04252	PBONN_00219	PHAYL_00234	PCALE_03427	PFUNG_01518	PMEGA_06630	PPHEM_00557	PPHEX_03672	PPHYM_03143	PPHYT_03956	PSART_04136	PSPRE_02621	PTERA_03617	PTERE_03176	PXENO_02188
fusA_3	PAGRI_07732	PBONN_03582	PHAYL_03672	PCALE_05565	PFUNG_05401	PMEGA_01147	PPHEM_00874	PPHEX_04977	PPHYM_04369	PPHYT_06945	PSART_04806	PSPRE_04333	PTERA_04777	PTERE_05805	PXENO_05309
cpoB_2	PAGRI_00854	PBONN_00963	PHAYL_00987	PCALE_02610	PFUNG_02405	PMEGA_05557	PPHEM_04062	PPHEX_02818	PPHYM_00735	PPHYT_03036	PSART_01092	PSPRE_00223	PTERA_02737	PTERE_00762	PXENO_03127
group_3273	PAGRI_04238	PBONN_00236	PHAYL_00248	PCALE_03415	PFUNG_01532	PMEGA_06617	PPHEM_00572	PPHEX_03660	PPHYM_03129	PPHYT_03942	PSART_04149	PSPRE_02634	PTERA_03604	PTERE_03161	PXENO_02202
tusA	PAGRI_01086	PBONN_01065	PHAYL_01102	PCALE_02384	PFUNG_02629	PMEGA_05164	PPHEM_03820	PPHEX_02595	PPHYM_01637	PPHYT_02800	PSART_01322	PSPRE_00439	PTERA_02509	PTERE_00988	PXENO_03499
rpmA	PAGRI_03793	PBONN_02587	PHAYL_02799	PCALE_03004	PFUNG_01977	PMEGA_06107	PPHEM_05927	PPHEX_03219	PPHYM_02712	PPHYT_03467	PSART_00175	PSPRE_03078	PTERA_03143	PTERE_02731	PXENO_02691
group_392	PAGRI_03668	PBONN_00629	PHAYL_00647	PCALE_00365	PFUNG_01079	PMEGA_03069	PPHEM_04781	PPHEX_00329	PPHYM_00366	PPHYT_00627	PSART_00688	PSPRE_02220	PTERA_00405	PTERE_00359	PXENO_01745
group_824	PAGRI_02248	PBONN_01537	PHAYL_01837	PCALE_01534	PFUNG_03460	PMEGA_04417	PPHEM_05620	PPHEX_01746	PPHYM_01018	PPHYT_01873	PSART_02812	PSPRE_01154	PTERA_01588	PTERE_01663	PXENO_00017
group_240	PAGRI_00886	PBONN_00997	PHAYL_01031	PCALE_02572	PFUNG_02438	PMEGA_05525	PPHEM_04030	PPHEX_02781	PPHYM_00770	PPHYT_02997	PSART_01129	PSPRE_00253	PTERA_02703	PTERE_00798	PXENO_03160
moaE	PAGRI_02311	PBONN_01489	PHAYL_01899	PCALE_01472	PFUNG_03376	PMEGA_04366	PPHEM_05686	PPHEX_01805	PPHYM_00957	PPHYT_01810	PSART_02869	PSPRE_01210	PTERA_01530	PTERE_01727	PXENO_00081
group_1187	PAGRI_06274	PBONN_03301	PHAYL_03385	PCALE_03948	PFUNG_04222	PMEGA_02024	PPHEM_03356	PPHEX_05791	PPHYM_03426	PPHYT_04929	PSART_00230	PSPRE_03458	PTERA_03712	PTERE_04229	PXENO_07090
group_508	PAGRI_00088	PBONN_00021	PHAYL_00042	PCALE_00065	PFUNG_01391	PMEGA_02687	PPHEM_00463	PPHEX_00046	PPHYM_00038	PPHYT_00298	PSART_04050	PSPRE_02532	PTERA_00055	PTERE_00032	PXENO_02094
alaS	PAGRI_01061	PBONN_01060	PHAYL_01097	PCALE_02405	PFUNG_02608	PMEGA_05185	PPHEM_03841	PPHEX_02616	PPHYM_01657	PPHYT_02824	PSART_01302	PSPRE_00419	PTERA_02540	PTERE_00968	PXENO_03477
group_286	PAGRI_01609	PBONN_01796	PHAYL_01521	PCALE_01236	PFUNG_03127	PMEGA_04912	PPHEM_07296	PPHEX_02333	PPHYM_01404	PPHYT_02485	PSART_01751	PSPRE_00699	PTERA_02137	PTERE_01224	PXENO_03817
flhB	PAGRI_04138	PBONN_00324	PHAYL_00347	PCALE_03337	PFUNG_01625	PMEGA_06499	PPHEM_00670	PPHEX_03552	PPHYM_03043	PPHYT_03833	PSART_04263	PSPRE_02726	PTERA_03482	PTERE_03072	PXENO_02310
group_190	PAGRI_00322	PBONN_02689	PHAYL_02871	PCALE_00288	PFUNG_01159	PMEGA_02981	PPHEM_04694	PPHEX_00256	PPHYM_00282	PPHYT_00537	PSART_00609	PSPRE_02297	PTERA_00310	PTERE_00272	PXENO_01851
ftsW	PAGRI_03817	PBONN_00600	PHAYL_00616	PCALE_03030	PFUNG_01952	PMEGA_06131	PPHEM_05951	PPHEX_03242	PPHYM_02735	PPHYT_03490	PSART_00151	PSPRE_03054	PTERA_03167	PTERE_02755	PXENO_02668
pyrC	PAGRI_00443	PBONN_02521	PHAYL_02729	PCALE_02925	PFUNG_02060	PMEGA_03123	PPHEM_05842	PPHEX_03134	PPHYM_02627	PPHYT_03374	PSART_02648	PSPRE_03159	PTERA_03058	PTERE_02648	PXENO_02778
udg	PAGRI_00880	PBONN_00991	PHAYL_01021	PCALE_01600	PFUNG_02432	PMEGA_04510	PPHEM_02114	PPHEX_01679	PPHYM_00764	PPHYT_01959	PSART_01123	PSPRE_00247	PTERA_01713	PTERE_00791	PXENO_03154
group_963	PAGRI_03441	PBONN_02258	PHAYL_02345	PCALE_00649	PFUNG_00848	PMEGA_03536	PPHEM_07500	PPHEX_00639	PPHYM_02384	PPHYT_00858	PSART_02295	PSPRE_02014	PTERA_00635	PTERE_02438	PXENO_01492
dsbC	PAGRI_03855	PBONN_00568	PHAYL_00579	PCALE_03068	PFUNG_01914	PMEGA_06170	PPHEM_06902	PPHEX_03280	PPHYM_02773	PPHYT_03528	PSART_03969	PSPRE_02991	PTERA_03205	PTERE_02793	PXENO_02630
group_1314	PAGRI_00661	PBONN_02274	PHAYL_02373	PCALE_02733	PFUNG_02275	PMEGA_05818	PPHEM_05041	PPHEX_02941	PPHYM_00585	PPHYT_03170	PSART_00906	PSPRE_00030	PTERA_02863	PTERE_00597	PXENO_02981
group_1070	PAGRI_03959	PBONN_00501	PHAYL_00517	PCALE_03172	PFUNG_01804	PMEGA_06288	PPHEM_07029	PPHEX_03386	PPHYM_02876	PPHYT_03635	PSART_03874	PSPRE_02891	PTERA_03307	PTERE_02900	PXENO_02523
leuS	PAGRI_00423	PBONN_02540	PHAYL_02753	PCALE_02945	PFUNG_02040	PMEGA_03105	PPHEM_05863	PPHEX_03155	PPHYM_02648	PPHYT_03397	PSART_02666	PSPRE_03141	PTERA_03078	PTERE_02668	PXENO_02755
group_2546	PAGRI_03920	PBONN_00535	PHAYL_00546	PCALE_03134	PFUNG_01844	PMEGA_06251	PPHEM_06833	PPHEX_03345	PPHYM_02839	PPHYT_03595	PSART_03900	PSPRE_02927	PTERA_03270	PTERE_02859	PXENO_02564
miaB_1	PAGRI_00474	PBONN_00683	PHAYL_00717	PCALE_02898	PFUNG_02090	PMEGA_06032	PPHEM_04849	PPHEX_03107	PPHYM_00417	PPHYT_03346	PSART_00756	PSPRE_03185	PTERA_03032	PTERE_00410	PXENO_02804
thrS	PAGRI_01123	PBONN_01366	PHAYL_01996	PCALE_02349	PFUNG_02666	PMEGA_05294	PPHEM_03782	PPHEX_02559	PPHYM_01601	PPHYT_02756	PSART_01358	PSPRE_00488	PTERA_02462	PTERE_01024	PXENO_03538
group_188	PAGRI_00298	PBONN_02712	PHAYL_02897	PCALE_00264	PFUNG_01183	PMEGA_02956	PPHEM_04669	PPHEX_00231	PPHYM_00234	PPHYT_00513	PSART_00585	PSPRE_02322	PTERA_00286	PTERE_00247	PXENO_01876
aceK	PAGRI_00241	PBONN_02815	PHAYL_02954	PCALE_00204	PFUNG_01240	PMEGA_02898	PPHEM_00264	PPHEX_00178	PPHYM_00183	PPHYT_00453	PSART_00541	PSPRE_02370	PTERA_00230	PTERE_00195	PXENO_01936
murD	PAGRI_03818	PBONN_00599	PHAYL_00615	PCALE_03031	PFUNG_01951	PMEGA_06132	PPHEM_05952	PPHEX_03243	PPHYM_02736	PPHYT_03491	PSART_00150	PSPRE_03053	PTERA_03168	PTERE_02756	PXENO_02667
tdh	PAGRI_07805	PBONN_03595	PHAYL_03681	PCALE_05617	PFUNG_05469	PMEGA_00993	PPHEM_00772	PPHEX_04926	PPHYM_04244	PPHYT_07022	PSART_04901	PSPRE_04384	PTERA_04731	PTERE_05950	PXENO_05359
group_67	PAGRI_03230	PBONN_02004	PHAYL_02299	PCALE_00889	PFUNG_00653	PMEGA_00247	PPHEM_01417	PPHEX_00925	PPHYM_02228	PPHYT_01110	PSART_02044	PSPRE_01782	PTERA_00821	PTERE_02261	PXENO_01096
group_475	PAGRI_05646	PBONN_03155	PHAYL_03227	PCALE_04753	PFUNG_06777	PMEGA_00236	PPHEM_05324	PPHEX_04128	PPHYM_03643	PPHYT_04711	PSART_03456	PSPRE_05056	PTERA_05688	PTERE_05106	PXENO_06296
dppD	PAGRI_04084	PBONN_00402	PHAYL_00396	PCALE_03285	PFUNG_01678	PMEGA_06433	PPHEM_00721	PPHEX_03501	PPHYM_02989	PPHYT_03780	PSART_04320	PSPRE_02775	PTERA_03427	PTERE_03019	PXENO_02364
group_308	PAGRI_02280	PBONN_01518	PHAYL_01873	PCALE_01503	PFUNG_03407	PMEGA_04392	PPHEM_05656	PPHEX_01774	PPHYM_00989	PPHYT_01841	PSART_02841	PSPRE_01181	PTERA_01560	PTERE_01693	PXENO_00050
moaA	PAGRI_00955	PBONN_02151	PHAYL_01163	PCALE_02510	PFUNG_02508	PMEGA_05454	PPHEM_03964	PPHEX_02719	PPHYM_00833	PPHYT_02928	PSART_01200	PSPRE_00320	PTERA_02643	PTERE_00867	PXENO_03230
group_271	PAGRI_01413	PBONN_01142	PHAYL_02228	PCALE_01103	PFUNG_02824	PMEGA_05060	PPHEM_04561	PPHEX_02471	PPHYM_01529	PPHYT_02620	PSART_01624	PSPRE_00570	PTERA_01208	PTERE_01097	PXENO_03680
ampG	PAGRI_00111	PBONN_00040	PHAYL_00076	PCALE_00089	PFUNG_01367	PMEGA_02710	PPHEM_00439	PPHEX_00069	PPHYM_00062	PPHYT_00321	PSART_04027	PSPRE_02508	PTERA_00078	PTERE_00056	PXENO_02071
group_285	PAGRI_01595	PBONN_01807	PHAYL_01505	PCALE_01223	PFUNG_03113	PMEGA_04925	PPHEM_04244	PPHEX_02346	PPHYM_01418	PPHYT_02499	PSART_01737	PSPRE_00686	PTERA_01350	PTERE_01210	PXENO_03803
group_637	PAGRI_00595	PBONN_02363	PHAYL_02443	PCALE_02789	PFUNG_02214	PMEGA_05890	PPHEM_04980	PPHEX_02998	PPHYM_00527	PPHYT_03233	PSART_00851	PSPRE_03307	PTERA_02919	PTERE_00522	PXENO_02920
group_481	PAGRI_06107	PBONN_03200	PHAYL_03277	PCALE_04070	PFUNG_04049	PMEGA_00205	PPHEM_02637	PPHEX_05958	PPHYM_03532	PPHYT_05078	PSART_04526	PSPRE_05513	PTERA_06330	PTERE_05004	PXENO_06929
argS	PAGRI_00250	PBONN_02808	PHAYL_02947	PCALE_00218	PFUNG_01233	PMEGA_02905	PPHEM_00257	PPHEX_00186	PPHYM_00191	PPHYT_00463	PSART_00548	PSPRE_02360	PTERA_00238	PTERE_00203	PXENO_01928
group_883	PAGRI_02983	PBONN_01119	PHAYL_02267	PCALE_02143	PFUNG_00367	PMEGA_03942	PPHEM_05996	PPHEX_01171	PPHYM_02001	PPHYT_01402	PSART_03205	PSPRE_01537	PTERA_01114	PTERE_02052	PXENO_00837
group_2018	PAGRI_03061	PBONN_03358	PHAYL_03446	PCALE_02296	PFUNG_00445	PMEGA_03864	PPHEM_03507	PPHEX_01091	PPHYM_02077	PPHYT_01324	PSART_01906	PSPRE_01613	PTERA_01030	PTERE_02130	PXENO_00932
group_988	PAGRI_03629	PBONN_02453	PHAYL_02657	PCALE_00455	PFUNG_00975	PMEGA_03182	PPHEM_05782	PPHEX_00423	PPHYM_02568	PPHYT_00718	PSART_02574	PSPRE_02130	PTERA_00498	PTERE_02587	PXENO_01653
group_1045	PAGRI_03867	PBONN_00129	PHAYL_00154	PCALE_03081	PFUNG_01897	PMEGA_06186	PPHEM_06887	PPHEX_03292	PPHYM_02785	PPHYT_03542	PSART_03955	PSPRE_02979	PTERA_03217	PTERE_02805	PXENO_02617
mnmA	PAGRI_03693	PBONN_02494	PHAYL_02698	PCALE_00416	PFUNG_01018	PMEGA_03143	PPHEM_05822	PPHEX_00383	PPHYM_02605	PPHYT_00678	PSART_02622	PSPRE_02168	PTERA_00455	PTERE_02626	PXENO_01693
group_1369	PAGRI_01104	PBONN_01346	PHAYL_02018	PCALE_02368	PFUNG_02647	PMEGA_05314	PPHEM_03801	PPHEX_02578	PPHYM_01620	PPHYT_02775	PSART_01340	PSPRE_00470	PTERA_02350	PTERE_01005	PXENO_03518
trpF	PAGRI_07665	PBONN_03508	PHAYL_03576	PCALE_05446	PFUNG_05320	PMEGA_01237	PPHEM_06629	PPHEX_05053	PPHYM_04457	PPHYT_06863	PSART_03823	PSPRE_04291	PTERA_04853	PTERE_05731	PXENO_05222
aceB	PAGRI_01608	PBONN_01797	PHAYL_01520	PCALE_01235	PFUNG_03126	PMEGA_04913	PPHEM_07295	PPHEX_02334	PPHYM_01405	PPHYT_02486	PSART_01750	PSPRE_00698	PTERA_02138	PTERE_01223	PXENO_03816
aroQ1	PAGRI_03770	PBONN_02566	PHAYL_02778	PCALE_02981	PFUNG_02000	PMEGA_06084	PPHEM_05904	PPHEX_03196	PPHYM_02689	PPHYT_03444	PSART_00198	PSPRE_03101	PTERA_03120	PTERE_02708	PXENO_02714
group_652	PAGRI_00655	PBONN_02280	PHAYL_02379	PCALE_02739	PFUNG_02269	PMEGA_05825	PPHEM_05035	PPHEX_02947	PPHYM_00579	PPHYT_03176	PSART_00900	PSPRE_00024	PTERA_02869	PTERE_00591	PXENO_02975
group_528	PAGRI_00167	PBONN_00368	PHAYL_00115	PCALE_00141	PFUNG_01313	PMEGA_02764	PPHEM_00382	PPHEX_00113	PPHYM_00111	PPHYT_00379	PSART_00454	PSPRE_02459	PTERA_00125	PTERE_00116	PXENO_02011
group_280	PAGRI_01473	PBONN_01220	PHAYL_02149	PCALE_01162	PFUNG_02886	PMEGA_04982	PPHEM_04492	PPHEX_02412	PPHYM_01473	PPHYT_02556	PSART_01682	PSPRE_00627	PTERA_01265	PTERE_01155	PXENO_03744
gyrA	PAGRI_00868	PBONN_00979	PHAYL_01009	PCALE_02590	PFUNG_02419	PMEGA_05543	PPHEM_04048	PPHEX_02799	PPHYM_00752	PPHYT_03015	PSART_01111	PSPRE_00235	PTERA_02721	PTERE_00779	PXENO_03142
bioA	PAGRI_00234	PBONN_00176	PHAYL_00210	PCALE_00197	PFUNG_01247	PMEGA_02892	PPHEM_00271	PPHEX_00170	PPHYM_00175	PPHYT_00437	PSART_00534	PSPRE_02376	PTERA_00223	PTERE_00188	PXENO_01945
group_2099	PAGRI_04030	PBONN_00441	PHAYL_00450	PCALE_03243	PFUNG_01734	PMEGA_06380	PPHEM_06937	PPHEX_03459	PPHYM_02946	PPHYT_03707	PSART_04372	PSPRE_02820	PTERA_03377	PTERE_02970	PXENO_02452
thrC	PAGRI_02314	PBONN_01486	PHAYL_01902	PCALE_01469	PFUNG_03373	PMEGA_04363	PPHEM_05689	PPHEX_01808	PPHYM_00954	PPHYT_01807	PSART_02872	PSPRE_01213	PTERA_01527	PTERE_01730	PXENO_00084
group_470	PAGRI_05311	PBONN_02998	PHAYL_03141	PCALE_03503	PFUNG_06477	PMEGA_00588	PPHEM_01889	PPHEX_04334	PPHYM_04601	PPHYT_04472	PSART_05155	PSPRE_04847	PTERA_04159	PTERE_03590	PXENO_06110
group_202	PAGRI_00424	PBONN_02539	PHAYL_02752	PCALE_02944	PFUNG_02041	PMEGA_03106	PPHEM_05862	PPHEX_03154	PPHYM_02647	PPHYT_03396	PSART_02665	PSPRE_03142	PTERA_03077	PTERE_02667	PXENO_02756
rpoN_1	PAGRI_00370	PBONN_02648	PHAYL_02827	PCALE_00329	PFUNG_01112	PMEGA_03036	PPHEM_04741	PPHEX_00297	PPHYM_00330	PPHYT_00586	PSART_00653	PSPRE_02248	PTERA_00357	PTERE_00321	PXENO_01804
fpr	PAGRI_00154	PBONN_00076	PHAYL_00108	PCALE_00128	PFUNG_01326	PMEGA_02751	PPHEM_00396	PPHEX_00107	PPHYM_00101	PPHYT_00364	PSART_00436	PSPRE_02472	PTERA_00117	PTERE_00101	PXENO_02025
gspO	PAGRI_03800	PBONN_00616	PHAYL_00631	PCALE_03011	PFUNG_01970	PMEGA_06114	PPHEM_05934	PPHEX_03226	PPHYM_02719	PPHYT_03474	PSART_00168	PSPRE_03071	PTERA_03150	PTERE_02738	PXENO_02684
metG	PAGRI_03302	PBONN_02180	PHAYL_01134	PCALE_00819	PFUNG_00716	PMEGA_03672	PPHEM_02907	PPHEX_00838	PPHYM_02252	PPHYT_01004	PSART_02068	PSPRE_01849	PTERA_00754	PTERE_02288	PXENO_01189
hisE	PAGRI_03901	PBONN_00553	PHAYL_00564	PCALE_03115	PFUNG_01863	PMEGA_06232	PPHEM_06852	PPHEX_03326	PPHYM_02820	PPHYT_03576	PSART_03919	PSPRE_02945	PTERA_03251	PTERE_02840	PXENO_02583
